speed,power
8.941,8.358
8.946,14.145
8.948,17.244
8.951,10.357
8.958,13.442
8.966,3.773
8.973,13.718
8.976,4.419
8.978,3.329
8.991,11.938
8.996,18.082
9.001,14.242
9.006,21.279
9.008,18.159
9.011,9.323
9.016,16.327
9.021,12.413
9.028,18.716
9.031,16.047
9.033,14.376
9.038,11.858
9.041,9.916
9.048,14.551
9.056,14.711
9.071,12.875
9.076,8.976
9.081,15.589
9.088,16.484
9.096,12.789
9.098,14.920
9.111,12.147
9.121,15.847
9.141,20.599
9.146,15.699
9.151,13.595
9.156,9.945
9.161,14.990
9.163,19.063
9.168,13.662
9.173,12.498
9.176,16.081
9.181,14.860
9.183,17.144
9.193,16.018
9.203,12.830
9.208,15.761
9.211,4.149
9.216,13.366
9.226,14.904
9.228,13.345
9.233,10.777
9.236,15.843
9.238,18.074
9.241,18.887
9.243,10.644
9.246,15.608
9.248,5.994
9.251,20.958
9.253,4.484
9.261,13.360
9.266,10.819
9.276,16.141
9.278,7.345
9.281,18.753
9.288,9.948
9.298,18.016
9.303,16.051
9.308,13.164
9.313,15.361
9.326,11.924
9.328,13.585
9.333,11.666
9.336,9.877
9.338,24.888
9.341,12.577
9.356,18.461
9.366,21.814
9.368,14.777
9.371,8.385
9.381,20.548
9.383,15.261
9.386,9.478
9.398,12.518
9.401,15.854
9.403,14.876
9.408,19.623
9.416,7.077
9.418,15.682
9.421,11.952
9.423,10.119
9.426,9.105
9.428,10.355
9.431,18.728
9.441,16.428
9.446,20.887
9.451,16.717
9.476,8.822
9.488,16.180
9.501,19.763
9.508,13.590
9.511,13.410
9.516,19.279
9.528,15.895
9.531,16.440
9.533,16.103
9.538,17.380
9.541,20.524
9.543,15.417
9.546,13.661
9.553,17.103
9.556,14.319
9.561,15.636
9.571,21.203
9.581,18.118
9.593,14.664
9.596,18.376
9.603,13.317
9.606,13.877
9.613,18.267
9.618,13.419
9.621,17.827
9.623,21.504
9.626,16.205
9.631,20.159
9.636,13.873
9.643,14.014
9.646,15.385
9.648,17.296
9.653,17.951
9.656,15.515
9.658,17.371
9.663,0.000
9.666,14.062
9.673,13.925
9.676,12.572
9.683,15.199
9.688,15.244
9.691,13.601
9.698,15.578
9.703,16.393
9.708,22.565
9.713,16.063
9.716,16.836
9.721,17.897
9.726,14.513
9.751,17.973
9.753,26.384
9.756,15.960
9.758,13.964
9.761,15.109
9.771,15.016
9.773,21.315
9.776,17.643
9.778,23.721
9.788,17.540
9.791,15.734
9.793,21.818
9.796,19.930
9.798,18.196
9.801,16.008
9.806,16.159
9.808,12.732
9.811,19.968
9.816,10.001
9.828,19.525
9.846,21.837
9.848,17.354
9.853,17.729
9.856,20.523
9.861,13.038
9.863,19.626
9.866,17.724
9.868,13.151
9.873,25.246
9.881,16.802
9.883,17.369
9.886,18.488
9.891,18.271
9.903,15.909
9.911,23.306
9.913,23.578
9.916,24.221
9.921,15.960
9.923,20.491
9.926,21.886
9.938,22.717
9.941,16.548
9.948,11.972
9.951,18.415
9.953,14.431
9.956,23.812
9.961,23.176
9.966,14.538
9.973,22.197
9.976,20.307
9.983,17.655
9.988,21.598
9.991,24.205
9.996,21.853
9.998,17.248
10.004,16.041
10.009,20.033
10.014,18.362
10.021,16.894
10.031,13.445
10.039,18.189
10.046,17.717
10.049,20.849
10.056,18.487
10.059,23.369
10.069,16.961
10.071,24.317
10.079,20.253
10.084,20.195
10.089,18.006
10.091,20.821
10.096,23.035
10.099,20.688
10.104,25.018
10.109,21.181
10.111,12.359
10.126,18.478
10.131,18.037
10.134,14.523
10.136,18.431
10.141,18.395
10.144,20.686
10.146,20.469
10.151,16.647
10.154,24.710
10.161,25.815
10.164,21.612
10.169,18.631
10.171,23.708
10.174,19.889
10.179,27.362
10.181,19.890
10.184,16.137
10.189,27.597
10.191,21.714
10.196,20.089
10.199,20.410
10.201,21.479
10.206,24.257
10.209,23.670
10.211,22.393
10.216,22.077
10.224,15.415
10.229,25.537
10.231,20.424
10.236,28.882
10.246,18.753
10.249,26.024
10.254,20.166
10.256,17.502
10.259,22.981
10.264,18.148
10.266,23.953
10.269,20.889
10.274,18.677
10.276,22.243
10.284,19.595
10.289,21.511
10.296,21.046
10.299,21.250
10.304,18.207
10.306,22.482
10.309,21.515
10.311,18.205
10.314,15.441
10.319,25.542
10.321,24.835
10.329,0.000
10.331,31.812
10.334,22.122
10.336,15.460
10.356,22.802
10.359,25.380
10.361,20.012
10.364,25.005
10.366,20.332
10.371,24.738
10.384,13.079
10.391,19.686
10.399,25.298
10.401,19.572
10.404,26.450
10.419,24.969
10.421,25.859
10.429,23.580
10.431,23.561
10.436,20.884
10.439,26.315
10.444,28.586
10.449,19.145
10.451,26.136
10.454,25.638
10.459,25.323
10.466,23.214
10.474,20.367
10.479,33.487
10.481,19.529
10.494,17.621
10.496,24.829
10.506,20.112
10.514,26.099
10.524,28.002
10.529,15.384
10.534,10.642
10.536,20.738
10.539,23.354
10.544,24.159
10.549,19.022
10.551,19.765
10.554,26.021
10.556,26.944
10.564,29.942
10.566,29.431
10.571,19.979
10.574,27.334
10.576,24.407
10.579,16.391
10.581,28.253
10.584,22.911
10.589,19.607
10.594,28.423
10.601,25.622
10.604,17.629
10.609,32.434
10.611,25.674
10.616,26.937
10.624,21.572
10.634,17.360
10.636,26.790
10.646,18.004
10.651,20.903
10.654,25.379
10.656,19.697
10.659,34.253
10.661,26.474
10.669,25.174
10.671,32.648
10.679,28.014
10.681,28.398
10.684,30.943
10.686,28.436
10.699,23.575
10.704,25.791
10.716,30.548
10.721,26.361
10.724,25.296
10.731,29.385
10.739,19.039
10.749,25.387
10.751,27.500
10.754,25.250
10.756,24.580
10.759,24.413
10.764,29.250
10.769,21.771
10.774,23.053
10.779,23.538
10.781,29.672
10.786,29.192
10.789,23.186
10.791,28.929
10.794,26.811
10.796,28.277
10.799,28.861
10.801,31.752
10.804,26.743
10.806,21.574
10.814,27.706
10.816,27.168
10.821,23.945
10.824,25.026
10.826,28.311
10.829,28.751
10.831,31.883
10.836,34.107
10.839,27.004
10.844,25.500
10.849,24.320
10.851,23.878
10.856,26.876
10.859,24.252
10.864,20.181
10.869,29.333
10.871,19.854
10.874,28.573
10.876,31.529
10.879,19.422
10.881,32.070
10.884,31.698
10.889,26.597
10.894,20.532
10.899,24.896
10.911,28.488
10.914,31.521
10.919,30.380
10.921,24.607
10.924,27.899
10.926,32.616
10.929,31.186
10.931,26.382
10.936,28.710
10.941,28.305
10.944,31.137
10.951,28.243
10.956,21.650
10.961,32.161
10.966,30.260
10.969,29.039
10.971,29.151
10.974,31.424
10.979,30.992
10.981,36.739
10.991,31.940
10.994,21.685
10.999,34.329
11.004,30.456
11.009,23.964
11.011,27.396
11.016,32.684
11.019,24.987
11.021,29.074
11.029,27.123
11.031,28.937
11.034,24.455
11.036,25.088
11.041,25.335
11.044,35.134
11.046,28.524
11.051,26.191
11.054,31.318
11.066,32.202
11.071,20.952
11.079,30.232
11.084,19.721
11.096,27.725
11.101,31.967
11.109,29.017
11.111,37.459
11.114,32.779
11.116,29.740
11.121,32.655
11.124,26.857
11.126,27.793
11.129,31.251
11.139,37.942
11.141,32.125
11.144,34.439
11.156,28.041
11.159,29.487
11.166,33.910
11.169,31.915
11.171,32.473
11.174,29.292
11.176,33.925
11.181,26.620
11.186,22.279
11.189,32.215
11.191,32.901
11.194,33.754
11.196,37.003
11.199,30.903
11.209,36.204
11.214,33.663
11.216,26.149
11.221,35.402
11.224,25.268
11.226,25.408
11.229,24.606
11.231,32.162
11.234,30.897
11.236,30.409
11.241,29.048
11.246,35.791
11.256,32.014
11.261,38.189
11.274,27.728
11.279,31.160
11.289,30.412
11.294,38.208
11.304,36.409
11.319,28.390
11.321,38.023
11.326,31.071
11.329,32.599
11.331,30.779
11.341,31.715
11.346,35.165
11.349,26.970
11.359,33.359
11.361,31.338
11.364,29.144
11.369,33.449
11.371,31.135
11.374,30.685
11.379,31.847
11.384,36.082
11.386,30.407
11.399,24.281
11.414,28.547
11.419,38.763
11.421,32.498
11.424,32.143
11.426,30.196
11.429,36.439
11.431,41.822
11.436,33.372
11.439,34.185
11.446,33.575
11.456,35.393
11.464,37.991
11.469,28.203
11.471,33.353
11.474,35.736
11.476,31.047
11.484,33.574
11.486,23.338
11.489,32.528
11.491,41.192
11.496,44.091
11.504,40.383
11.521,33.497
11.529,28.829
11.531,27.344
11.534,28.530
11.539,33.470
11.544,36.860
11.559,37.341
11.561,37.797
11.564,43.640
11.566,50.698
11.569,28.584
11.574,35.741
11.576,42.053
11.579,33.274
11.584,28.362
11.589,38.338
11.594,33.355
11.601,32.787
11.604,32.935
11.606,28.830
11.611,32.944
11.624,36.596
11.626,40.925
11.631,34.134
11.636,35.249
11.641,38.331
11.646,37.327
11.651,37.447
11.659,37.753
11.664,41.406
11.671,25.839
11.674,29.325
11.676,45.033
11.679,37.564
11.684,43.762
11.686,36.586
11.696,34.708
11.701,35.070
11.704,30.161
11.706,32.260
11.709,36.208
11.714,37.079
11.719,36.990
11.729,32.706
11.731,39.553
11.736,28.687
11.739,34.486
11.741,35.667
11.749,39.421
11.761,38.468
11.764,38.360
11.766,42.455
11.769,40.487
11.776,30.913
11.779,34.351
11.781,39.056
11.789,35.261
11.796,40.787
11.801,39.546
11.804,37.328
11.806,43.473
11.809,40.083
11.811,36.499
11.819,40.679
11.821,30.953
11.824,41.149
11.829,39.427
11.841,42.186
11.849,37.876
11.854,39.386
11.856,32.510
11.861,31.322
11.866,42.061
11.869,43.809
11.871,37.534
11.881,38.667
11.884,45.499
11.886,41.063
11.891,38.985
11.894,37.629
11.901,32.358
11.909,38.232
11.914,40.123
11.916,40.911
11.919,33.355
11.926,46.532
11.929,48.691
11.931,44.882
11.934,34.546
11.939,33.097
11.941,45.782
11.946,43.587
11.949,39.239
11.951,40.686
11.964,39.669
11.969,40.674
11.971,39.472
11.974,39.122
11.979,44.942
11.986,45.168
11.989,38.159
11.996,42.633
12.001,38.543
12.004,42.378
12.006,39.257
12.009,41.314
12.011,36.910
12.021,40.521
12.024,36.699
12.026,42.633
12.036,42.550
12.039,51.746
12.041,35.410
12.046,43.980
12.049,46.476
12.054,34.057
12.059,40.611
12.069,38.789
12.071,48.412
12.076,0.000
12.084,34.544
12.086,42.074
12.089,39.666
12.094,49.095
12.096,39.098
12.104,34.955
12.109,39.536
12.111,45.523
12.116,35.473
12.124,45.782
12.126,39.294
12.129,43.482
12.131,42.966
12.134,51.530
12.136,44.976
12.139,41.004
12.149,41.677
12.154,41.164
12.159,49.210
12.161,35.681
12.164,42.211
12.169,43.654
12.171,46.689
12.176,41.546
12.186,38.797
12.191,35.969
12.206,46.478
12.224,37.149
12.229,44.233
12.236,42.803
12.241,49.969
12.244,40.661
12.249,38.119
12.254,42.059
12.256,43.651
12.261,41.772
12.266,43.368
12.274,41.912
12.276,39.072
12.279,50.198
12.281,48.533
12.284,47.829
12.294,37.810
12.296,49.006
12.299,43.141
12.301,51.424
12.309,47.503
12.324,44.816
12.326,45.768
12.329,49.749
12.334,42.261
12.344,37.029
12.354,43.551
12.356,51.480
12.359,43.676
12.369,41.860
12.376,44.504
12.379,41.122
12.381,45.857
12.384,44.150
12.386,39.893
12.394,42.901
12.396,45.227
12.399,49.075
12.401,43.438
12.406,43.014
12.409,50.616
12.419,45.653
12.426,52.428
12.429,47.230
12.431,43.896
12.434,42.759
12.439,41.496
12.454,47.821
12.456,42.278
12.459,46.195
12.464,41.147
12.469,43.978
12.471,49.488
12.474,49.864
12.476,52.278
12.479,47.423
12.481,51.407
12.484,42.937
12.486,50.042
12.491,46.170
12.494,48.752
12.496,49.714
12.499,51.124
12.501,46.061
12.506,49.899
12.509,45.987
12.511,47.069
12.521,43.166
12.529,43.612
12.536,52.456
12.549,44.421
12.556,43.202
12.559,42.390
12.561,46.561
12.566,47.078
12.576,48.393
12.579,46.378
12.584,49.577
12.586,43.342
12.591,53.553
12.596,37.289
12.601,46.310
12.621,46.356
12.624,46.479
12.626,48.200
12.629,52.247
12.631,51.768
12.636,43.984
12.639,46.289
12.651,45.755
12.654,41.482
12.659,46.187
12.664,50.606
12.666,51.458
12.671,51.541
12.674,52.099
12.676,52.657
12.679,46.610
12.681,42.208
12.686,52.963
12.691,52.295
12.694,50.331
12.696,51.539
12.699,45.350
12.701,46.473
12.709,43.607
12.711,54.154
12.716,51.437
12.719,53.297
12.721,49.772
12.724,51.942
12.726,51.684
12.729,49.040
12.731,52.314
12.734,44.927
12.736,43.592
12.741,52.834
12.744,48.563
12.746,50.278
12.749,50.132
12.751,52.608
12.759,49.374
12.764,52.179
12.766,50.644
12.769,46.059
12.771,47.907
12.779,58.833
12.781,47.951
12.784,55.186
12.786,45.865
12.794,54.316
12.804,52.268
12.809,52.907
12.814,56.726
12.816,59.459
12.821,53.748
12.829,47.536
12.831,52.318
12.834,51.239
12.836,47.936
12.839,48.207
12.841,53.180
12.849,57.228
12.851,51.698
12.856,49.534
12.859,50.436
12.861,54.249
12.864,51.364
12.869,53.635
12.871,0.000
12.874,52.931
12.886,54.593
12.896,58.460
12.899,55.338
12.901,50.492
12.904,57.048
12.906,49.501
12.909,53.781
12.911,51.811
12.914,60.832
12.919,52.808
12.926,0.000
12.931,52.965
12.934,53.743
12.936,48.821
12.944,55.326
12.946,53.847
12.951,52.816
12.964,55.079
12.966,59.646
12.981,52.683
12.989,53.493
12.991,51.794
12.994,54.353
12.996,61.149
13.001,57.816
13.009,54.446
13.014,53.163
13.016,48.601
13.019,57.960
13.024,54.950
13.026,46.667
13.029,55.553
13.031,55.516
13.034,53.998
13.036,56.519
13.039,55.115
13.046,54.902
13.049,56.065
13.054,57.880
13.066,52.237
13.071,58.672
13.074,50.999
13.079,55.194
13.089,52.184
13.096,57.464
13.101,53.119
13.106,48.117
13.111,59.856
13.116,53.752
13.119,55.732
13.126,56.857
13.136,65.835
13.139,57.050
13.146,51.806
13.164,54.279
13.166,57.080
13.169,54.511
13.174,59.991
13.179,52.493
13.184,48.672
13.194,54.488
13.201,61.079
13.204,58.099
13.219,57.577
13.224,58.797
13.226,58.400
13.231,63.585
13.236,51.749
13.241,53.857
13.244,54.992
13.251,61.863
13.256,66.837
13.261,60.374
13.271,57.531
13.274,60.403
13.276,56.678
13.279,50.648
13.281,57.082
13.286,57.819
13.289,59.370
13.291,58.400
13.294,56.468
13.296,56.084
13.309,56.429
13.311,57.130
13.319,61.778
13.334,59.336
13.339,60.457
13.341,62.108
13.344,62.587
13.354,66.471
13.359,57.797
13.364,58.440
13.369,56.711
13.374,70.702
13.384,61.710
13.386,60.535
13.389,55.978
13.391,64.561
13.401,60.655
13.404,63.381
13.411,62.110
13.421,58.814
13.429,67.778
13.436,64.813
13.439,54.179
13.444,64.052
13.456,60.634
13.466,61.689
13.476,58.672
13.479,61.652
13.481,64.450
13.484,58.649
13.489,60.614
13.494,59.027
13.509,67.576
13.511,62.584
13.521,64.717
13.524,58.633
13.529,54.584
13.531,57.786
13.534,63.729
13.536,64.946
13.541,58.724
13.544,53.485
13.546,60.945
13.554,69.711
13.556,65.292
13.559,62.458
13.584,63.359
13.586,53.999
13.589,62.541
13.591,62.766
13.599,55.332
13.626,57.333
13.629,59.386
13.631,64.983
13.636,65.876
13.641,61.233
13.644,69.291
13.646,65.138
13.649,58.039
13.651,66.055
13.656,53.703
13.659,60.036
13.669,66.527
13.676,65.912
13.679,61.650
13.681,66.699
13.694,73.593
13.696,56.656
13.699,69.248
13.704,66.307
13.709,68.167
13.716,65.012
13.719,62.273
13.721,66.484
13.724,62.449
13.729,65.095
13.731,71.850
13.741,64.237
13.746,59.689
13.749,57.526
13.751,62.713
13.756,64.124
13.759,62.500
13.761,62.094
13.771,0.000
13.774,67.076
13.776,61.765
13.781,56.766
13.784,64.240
13.789,62.665
13.794,59.408
13.796,67.464
13.799,63.192
13.801,64.778
13.806,57.919
13.809,64.458
13.814,64.628
13.816,63.256
13.819,63.923
13.821,63.921
13.824,67.066
13.826,64.583
13.831,60.151
13.836,67.115
13.839,58.028
13.841,65.314
13.844,70.838
13.846,67.990
13.866,59.217
13.869,72.846
13.879,63.305
13.884,53.093
13.894,66.052
13.899,57.978
13.904,71.427
13.906,70.912
13.911,70.559
13.916,57.145
13.921,67.799
13.926,61.248
13.931,64.985
13.934,61.478
13.936,65.661
13.941,69.214
13.951,64.163
13.954,64.301
13.956,0.000
13.961,72.014
13.964,68.820
13.966,68.518
13.971,67.223
13.979,70.909
13.986,71.877
13.994,63.311
14.001,65.478
14.004,67.198
14.014,61.109
14.016,64.871
14.024,63.395
14.029,66.401
14.031,70.058
14.034,67.598
14.039,70.567
14.041,62.334
14.046,67.739
14.054,68.297
14.056,66.766
14.059,61.944
14.066,71.360
14.069,57.827
14.071,69.076
14.079,66.608
14.084,62.817
14.086,66.045
14.094,68.178
14.096,68.770
14.099,67.082
14.101,64.128
14.111,66.076
14.119,72.089
14.124,76.435
14.134,66.984
14.139,66.833
14.146,62.957
14.151,66.417
14.154,72.269
14.156,71.837
14.164,66.321
14.169,70.078
14.176,70.421
14.181,60.523
14.186,69.289
14.189,68.169
14.191,65.933
14.196,68.606
14.209,68.313
14.216,73.682
14.219,69.066
14.221,74.656
14.239,71.364
14.241,71.060
14.249,71.244
14.254,74.084
14.256,70.783
14.264,68.089
14.266,68.060
14.274,67.938
14.281,75.900
14.284,66.715
14.286,66.213
14.291,67.421
14.296,66.350
14.299,73.735
14.304,73.531
14.306,66.786
14.309,64.345
14.311,64.966
14.316,67.557
14.319,70.083
14.321,72.869
14.331,69.900
14.336,74.856
14.349,73.962
14.354,76.380
14.359,71.390
14.366,70.253
14.369,69.344
14.376,67.974
14.379,74.295
14.386,67.880
14.389,74.074
14.391,73.543
14.394,70.807
14.399,67.297
14.404,67.191
14.406,72.324
14.409,69.298
14.414,70.845
14.419,74.811
14.421,69.656
14.424,75.031
14.426,73.284
14.429,76.516
14.434,72.930
14.436,68.921
14.439,73.892
14.446,73.189
14.449,71.594
14.451,69.647
14.454,76.022
14.456,72.845
14.459,65.562
14.466,79.479
14.474,64.895
14.476,71.034
14.481,76.449
14.484,75.014
14.491,68.981
14.494,70.918
14.496,71.982
14.504,65.526
14.509,72.109
14.511,70.008
14.519,72.118
14.524,77.076
14.526,70.633
14.536,77.590
14.549,73.212
14.551,77.129
14.559,70.832
14.569,81.146
14.576,77.082
14.579,76.367
14.591,75.118
14.609,83.988
14.614,69.539
14.634,76.929
14.644,73.384
14.646,75.218
14.651,69.101
14.654,71.287
14.659,75.412
14.661,72.130
14.666,79.524
14.671,71.837
14.674,69.714
14.676,71.627
14.684,75.476
14.686,74.747
14.689,77.820
14.694,73.205
14.696,70.627
14.701,78.588
14.704,69.113
14.711,78.905
14.714,75.326
14.729,63.856
14.746,76.646
14.754,69.905
14.756,71.316
14.761,72.305
14.766,76.872
14.771,74.466
14.774,79.301
14.779,75.550
14.781,78.730
14.784,76.986
14.791,70.559
14.794,77.426
14.799,82.566
14.801,73.233
14.806,84.432
14.811,74.664
14.814,76.398
14.816,74.610
14.826,69.733
14.829,71.299
14.834,77.587
14.836,70.425
14.841,77.333
14.844,78.062
14.846,74.878
14.849,77.916
14.851,75.137
14.859,77.412
14.871,84.301
14.874,76.419
14.876,76.291
14.881,76.047
14.886,77.355
14.894,81.569
14.896,68.950
14.919,70.778
14.926,80.664
14.929,79.821
14.931,80.584
14.936,85.541
14.941,80.347
14.944,75.138
14.954,76.215
14.961,70.154
14.974,72.143
14.981,81.192
14.984,81.676
14.991,77.014
14.994,82.926
14.996,77.216
15.004,72.834
15.007,75.869
15.009,71.774
15.012,75.211
15.027,80.111
15.029,73.451
15.032,78.724
15.034,79.961
15.037,70.919
15.039,75.548
15.042,82.124
15.049,77.555
15.057,77.385
15.062,74.371
15.064,80.925
15.067,74.338
15.074,83.028
15.079,85.957
15.084,76.162
15.087,82.019
15.094,72.464
15.099,80.836
15.102,82.435
15.104,85.119
15.107,78.000
15.112,79.411
15.127,75.008
15.139,81.156
15.142,81.023
15.144,78.746
15.147,78.632
15.149,77.801
15.154,87.000
15.157,78.250
15.164,75.410
15.167,74.849
15.169,72.040
15.172,76.367
15.177,79.781
15.179,78.165
15.189,76.058
15.192,81.351
15.194,80.230
15.197,81.225
15.204,68.546
15.212,79.043
15.227,79.963
15.229,82.706
15.232,73.264
15.239,81.764
15.242,76.330
15.247,80.019
15.254,86.397
15.257,83.462
15.259,80.901
15.262,78.727
15.267,78.974
15.287,81.467
15.292,77.583
15.299,84.766
15.304,80.805
15.312,84.955
15.319,80.092
15.324,88.584
15.342,77.653
15.347,86.016
15.352,88.536
15.354,83.860
15.357,82.939
15.367,79.844
15.369,82.838
15.372,82.626
15.374,77.638
15.377,71.081
15.379,73.050
15.384,77.119
15.392,76.376
15.399,70.087
15.402,81.317
15.404,79.056
15.409,83.321
15.412,81.695
15.414,86.312
15.424,81.429
15.429,84.496
15.432,79.769
15.434,68.632
15.437,84.410
15.452,76.519
15.457,82.953
15.459,82.805
15.462,79.527
15.464,75.621
15.472,89.302
15.479,76.530
15.484,82.389
15.487,79.697
15.489,75.583
15.497,77.178
15.502,74.815
15.504,76.549
15.507,86.512
15.509,82.017
15.512,88.950
15.522,88.273
15.524,81.575
15.532,78.178
15.534,84.882
15.537,82.273
15.547,81.957
15.559,80.184
15.562,81.147
15.574,94.120
15.577,78.764
15.579,83.441
15.587,80.133
15.589,80.546
15.592,91.137
15.597,76.665
15.599,81.938
15.604,89.450
15.607,92.212
15.614,86.760
15.617,90.484
15.619,77.154
15.629,86.197
15.632,88.536
15.639,76.492
15.644,87.155
15.649,85.104
15.652,82.349
15.654,86.463
15.664,85.841
15.667,83.756
15.669,84.657
15.672,87.754
15.677,85.178
15.694,85.555
15.699,83.912
15.702,81.882
15.704,84.264
15.707,82.622
15.712,81.326
15.724,86.058
15.729,86.058
15.734,84.856
15.742,82.732
15.747,89.048
15.749,84.080
15.752,87.629
15.757,81.666
15.759,89.310
15.764,87.237
15.767,85.480
15.772,80.584
15.777,83.805
15.782,82.756
15.787,81.099
15.789,91.941
15.792,87.062
15.799,92.253
15.802,87.636
15.824,84.051
15.829,75.975
15.832,84.308
15.834,77.417
15.837,84.201
15.839,89.060
15.844,85.117
15.847,83.182
15.849,81.948
15.854,79.813
15.857,88.067
15.859,85.352
15.867,81.186
15.869,82.245
15.872,83.453
15.879,90.717
15.887,83.422
15.889,86.148
15.892,87.277
15.894,83.545
15.904,87.918
15.907,83.379
15.909,89.842
15.914,78.515
15.917,87.147
15.924,82.702
15.937,89.822
15.939,85.167
15.942,81.172
15.944,86.382
15.947,86.797
15.949,85.065
15.952,86.889
15.959,86.412
15.962,76.580
15.964,80.356
15.969,80.626
15.972,86.081
15.974,90.794
15.977,83.246
15.979,85.015
15.982,89.573
15.992,88.814
15.994,82.616
16.002,91.238
16.009,81.070
16.012,90.802
16.017,84.075
16.022,87.845
16.024,78.593
16.029,83.970
16.034,82.337
16.037,86.105
16.047,89.428
16.049,94.201
16.054,87.878
16.062,83.778
16.064,83.922
16.077,88.294
16.079,94.610
16.082,82.147
16.094,80.913
16.097,81.686
16.099,95.648
16.117,83.153
16.119,89.961
16.124,83.452
16.129,95.357
16.132,89.780
16.134,86.405
16.139,85.302
16.147,87.098
16.149,88.585
16.152,81.674
16.162,94.003
16.164,82.609
16.167,90.131
16.169,92.089
16.172,80.909
16.179,87.753
16.182,87.619
16.184,85.637
16.192,92.550
16.194,85.408
16.197,90.736
16.199,90.564
16.204,82.332
16.207,83.727
16.209,86.926
16.222,85.072
16.224,88.824
16.229,86.795
16.239,82.063
16.252,82.765
16.259,90.292
16.262,93.889
16.264,88.277
16.269,90.723
16.272,86.012
16.282,90.789
16.287,85.517
16.292,90.925
16.294,93.094
16.317,84.118
16.322,81.778
16.324,84.396
16.334,88.996
16.342,84.111
16.349,87.003
16.352,91.592
16.354,91.939
16.362,89.743
16.364,87.236
16.367,89.553
16.369,87.390
16.372,95.689
16.377,95.875
16.379,89.410
16.384,88.880
16.387,84.509
16.389,93.349
16.392,83.426
16.394,82.140
16.399,98.228
16.404,92.883
16.412,93.801
16.417,99.757
16.419,93.189
16.422,94.516
16.424,86.226
16.427,79.819
16.429,88.950
16.432,84.918
16.437,88.820
16.439,91.530
16.442,93.812
16.444,91.829
16.447,87.276
16.449,90.096
16.452,90.248
16.459,78.481
16.462,88.935
16.464,92.526
16.467,88.382
16.469,89.514
16.474,88.930
16.477,85.911
16.482,91.295
16.487,88.376
16.499,90.830
16.504,91.176
16.512,92.077
16.514,91.974
16.517,83.140
16.519,88.550
16.529,96.058
16.532,0.000
16.537,93.397
16.539,86.297
16.544,87.580
16.547,80.918
16.549,82.800
16.554,81.582
16.557,83.402
16.564,91.323
16.572,96.924
16.574,88.477
16.579,93.716
16.582,94.657
16.584,95.267
16.592,86.421
16.594,90.349
16.597,87.719
16.604,94.278
16.612,92.061
16.619,91.912
16.622,87.041
16.624,92.476
16.627,90.152
16.634,96.162
16.642,86.581
16.647,84.300
16.649,91.525
16.654,86.059
16.667,88.057
16.669,94.435
16.679,89.093
16.684,91.359
16.687,0.000
16.689,92.301
16.712,85.160
16.714,89.385
16.722,92.526
16.724,81.367
16.727,89.761
16.734,89.147
16.739,85.584
16.742,90.732
16.744,95.915
16.749,86.113
16.759,95.936
16.762,93.182
16.764,92.276
16.767,97.120
16.769,90.769
16.782,95.400
16.794,89.111
16.797,92.074
16.802,92.126
16.812,88.707
16.817,90.157
16.824,81.018
16.827,89.481
16.832,95.684
16.837,94.838
16.844,92.884
16.847,89.853
16.849,83.338
16.854,91.562
16.857,92.951
16.859,92.242
16.862,92.821
16.867,83.926
16.869,82.805
16.879,94.721
16.882,92.903
16.884,92.372
16.887,93.300
16.897,101.706
16.899,91.377
16.904,91.719
16.907,95.856
16.917,89.233
16.922,95.721
16.927,90.119
16.932,92.951
16.934,92.900
16.937,85.380
16.942,89.901
16.944,99.302
16.947,88.190
16.949,92.622
16.954,95.261
16.957,93.550
16.959,92.555
16.964,90.548
16.967,92.693
16.969,87.663
16.974,93.325
16.979,94.607
16.982,89.608
16.984,97.259
16.987,94.595
16.989,92.149
16.992,90.894
16.994,85.999
16.999,94.142
17.002,97.111
17.012,88.938
17.014,100.144
17.027,0.000
17.034,89.385
17.039,88.753
17.047,88.665
17.052,87.160
17.054,95.346
17.057,100.938
17.062,87.433
17.064,88.781
17.072,94.611
17.082,90.966
17.089,92.449
17.094,93.722
17.099,85.095
17.104,96.093
17.107,93.006
17.112,92.419
17.117,90.332
17.119,94.349
17.122,89.012
17.127,93.865
17.129,96.855
17.134,96.362
17.149,94.517
17.154,88.186
17.164,94.585
17.177,94.947
17.187,89.830
17.199,88.794
17.202,94.719
17.204,99.468
17.207,92.087
17.209,94.230
17.212,94.665
17.214,0.000
17.217,90.455
17.227,86.032
17.232,98.886
17.234,91.878
17.239,96.976
17.242,96.558
17.247,84.063
17.269,89.466
17.272,89.906
17.279,91.983
17.287,99.933
17.289,97.604
17.292,101.862
17.294,90.235
17.297,95.102
17.299,91.748
17.302,89.404
17.309,94.985
17.317,96.894
17.324,96.218
17.327,97.583
17.329,86.197
17.337,88.768
17.347,88.792
17.349,99.240
17.352,93.039
17.359,91.509
17.362,96.960
17.364,97.088
17.367,92.209
17.369,93.345
17.372,86.662
17.377,94.364
17.379,103.615
17.382,90.382
17.384,90.339
17.389,90.345
17.392,92.426
17.414,86.517
17.422,89.441
17.424,99.274
17.427,88.351
17.429,91.006
17.432,91.380
17.437,91.930
17.439,93.194
17.454,87.099
17.459,104.667
17.464,96.628
17.469,96.321
17.472,95.339
17.474,86.954
17.477,94.166
17.479,99.139
17.482,94.743
17.484,89.503
17.489,96.810
17.494,92.940
17.499,97.157
17.504,92.297
